Faus,iso_code,date,total_vaccinations,,day
Jordan,JOR,28-02-2021,,,
Jordan,JOR,01-03-2021,,,
Jordan,JOR,02-03-2021,,,
Jordan,JOR,03-03-2021,,,
Jordan,JOR,04-03-2021,,,
Jordan,JOR,05-03-2021,,,
Jordan,JOR,06-03-2021,,,
Jordan,JOR,07-03-2021,,,
Jordan,JOR,08-03-2021,,,
Jordan,JOR,09-03-2021,,,
Jordan,JOR,10-03-2021,,,
Jordan,JOR,11-03-2021,,,
Jordan,JOR,12-03-2021,,,
Jordan,JOR,13-03-2021,,,
Jordan,JOR,14-03-2021,,,
Jordan,JOR,15-03-2021,204151,,
Jordan,JOR,16-03-2021,,,
Jordan,JOR,17-03-2021,241868,,
Jordan,JOR,18-03-2021,,,
Jordan,JOR,19-03-2021,,,
Jordan,JOR,20-03-2021,,,
Jordan,JOR,21-03-2021,272648,,
Jordan,JOR,22-03-2021,,,
Jordan,JOR,23-03-2021,,,
Jordan,JOR,24-03-2021,320140,,
Jordan,JOR,25-03-2021,,,
Jordan,JOR,26-03-2021,,,
Jordan,JOR,27-03-2021,,,
Jordan,JOR,28-03-2021,,,
Jordan,JOR,29-03-2021,,,
Jordan,JOR,30-03-2021,409203,,
Jordan,JOR,31-03-2021,,,
Jordan,JOR,01-04-2021,,,
Jordan,JOR,02-04-2021,,,
Jordan,JOR,03-04-2021,,,
Jordan,JOR,04-04-2021,,,
Jordan,JOR,05-04-2021,,,
Jordan,JOR,06-04-2021,,,
Jordan,JOR,07-04-2021,524533,,
Jordan,JOR,08-04-2021,,,
Jordan,JOR,09-04-2021,,,
Jordan,JOR,10-04-2021,,,
Jordan,JOR,11-04-2021,,,
Jordan,JOR,12-04-2021,,,
Jordan,JOR,13-04-2021,,,
Jordan,JOR,14-04-2021,665226,,
Jordan,JOR,15-04-2021,,,
Jordan,JOR,16-04-2021,,,
Jordan,JOR,17-04-2021,,,
Jordan,JOR,18-04-2021,,,
Jordan,JOR,19-04-2021,732052,,
Jordan,JOR,20-04-2021,,,
Jordan,JOR,21-04-2021,,,
Jordan,JOR,22-04-2021,,,
Jordan,JOR,23-04-2021,,,
Jordan,JOR,24-04-2021,,,
Jordan,JOR,25-04-2021,,,
Jordan,JOR,26-04-2021,,,
Jordan,JOR,27-04-2021,,,
Jordan,JOR,28-04-2021,,,
Jordan,JOR,29-04-2021,919922,,
Jordan,JOR,30-04-2021,,,
Jordan,JOR,01-05-2021,,,
Jordan,JOR,02-05-2021,,,
Jordan,JOR,03-05-2021,,,
Jordan,JOR,04-05-2021,1091048,,
Kazakhstan,KAZ,31-01-2021,0,,
Kazakhstan,KAZ,01-02-2021,,,
Kazakhstan,KAZ,02-02-2021,,,
Kazakhstan,KAZ,03-02-2021,,,
Kazakhstan,KAZ,04-02-2021,,,
Kazakhstan,KAZ,05-02-2021,,,
Kazakhstan,KAZ,06-02-2021,,,
Kazakhstan,KAZ,07-02-2021,,,
Kazakhstan,KAZ,08-02-2021,,,
Kazakhstan,KAZ,09-02-2021,,,
Kazakhstan,KAZ,10-02-2021,,,
Kazakhstan,KAZ,11-02-2021,14000,,
Kazakhstan,KAZ,12-02-2021,,,
Kazakhstan,KAZ,13-02-2021,,,
Kazakhstan,KAZ,14-02-2021,,,
Kazakhstan,KAZ,15-02-2021,,,
Kazakhstan,KAZ,16-02-2021,,,
Kazakhstan,KAZ,17-02-2021,,,
Kazakhstan,KAZ,18-02-2021,,,
Kazakhstan,KAZ,19-02-2021,,,
Kazakhstan,KAZ,20-02-2021,,,
Kazakhstan,KAZ,21-02-2021,,,
Kazakhstan,KAZ,22-02-2021,,,
Kazakhstan,KAZ,23-02-2021,,,
Kazakhstan,KAZ,24-02-2021,22294,,
Kazakhstan,KAZ,25-02-2021,,,
Kazakhstan,KAZ,26-02-2021,,,
Kazakhstan,KAZ,27-02-2021,,,
Kazakhstan,KAZ,28-02-2021,,,
Kazakhstan,KAZ,01-03-2021,,,
Kazakhstan,KAZ,02-03-2021,,,
Kazakhstan,KAZ,03-03-2021,,,
Kazakhstan,KAZ,04-03-2021,,,
Kazakhstan,KAZ,05-03-2021,,,
Kazakhstan,KAZ,06-03-2021,,,
Kazakhstan,KAZ,07-03-2021,,,
Kazakhstan,KAZ,08-03-2021,,,
Kazakhstan,KAZ,09-03-2021,,,
Kazakhstan,KAZ,10-03-2021,,,
Kazakhstan,KAZ,11-03-2021,,,
Kazakhstan,KAZ,12-03-2021,,,
Kazakhstan,KAZ,13-03-2021,,,
Kazakhstan,KAZ,14-03-2021,,,
Kazakhstan,KAZ,15-03-2021,87902,,
Kazakhstan,KAZ,16-03-2021,,,
Kazakhstan,KAZ,17-03-2021,,,
Kazakhstan,KAZ,18-03-2021,109995,,
Kazakhstan,KAZ,19-03-2021,,,
Kazakhstan,KAZ,20-03-2021,,,
Kazakhstan,KAZ,21-03-2021,,,
Kazakhstan,KAZ,22-03-2021,,,
Kazakhstan,KAZ,23-03-2021,,,
Kazakhstan,KAZ,24-03-2021,,,
Kazakhstan,KAZ,25-03-2021,,,
Kazakhstan,KAZ,26-03-2021,,,
Kazakhstan,KAZ,27-03-2021,,,
Kazakhstan,KAZ,28-03-2021,,,
Kazakhstan,KAZ,29-03-2021,,,
Kazakhstan,KAZ,30-03-2021,,,
Kazakhstan,KAZ,31-03-2021,,,
Kazakhstan,KAZ,01-04-2021,,,
Kazakhstan,KAZ,02-04-2021,,,
Kazakhstan,KAZ,03-04-2021,,,
Kazakhstan,KAZ,04-04-2021,,,
Kazakhstan,KAZ,05-04-2021,,,
Kazakhstan,KAZ,06-04-2021,,,
Kazakhstan,KAZ,07-04-2021,,,
Kazakhstan,KAZ,08-04-2021,,,
Kazakhstan,KAZ,09-04-2021,,,
Kazakhstan,KAZ,10-04-2021,385281,,
Kazakhstan,KAZ,11-04-2021,,,
Kazakhstan,KAZ,12-04-2021,443974,,
Kazakhstan,KAZ,13-04-2021,,,
Kazakhstan,KAZ,14-04-2021,,,
Kazakhstan,KAZ,15-04-2021,,,
Kazakhstan,KAZ,16-04-2021,,,
Kazakhstan,KAZ,17-04-2021,,,
Kazakhstan,KAZ,18-04-2021,856906,,
Kazakhstan,KAZ,19-04-2021,,,
Kazakhstan,KAZ,20-04-2021,,,
Kazakhstan,KAZ,21-04-2021,893164,,
Kazakhstan,KAZ,22-04-2021,956101,,
Kazakhstan,KAZ,23-04-2021,,,
Kazakhstan,KAZ,24-04-2021,1001805,,
Kazakhstan,KAZ,25-04-2021,,,
Kazakhstan,KAZ,26-04-2021,,,
Kazakhstan,KAZ,27-04-2021,1133982,,
Kazakhstan,KAZ,28-04-2021,1559836,,
Kazakhstan,KAZ,29-04-2021,,,
Kazakhstan,KAZ,30-04-2021,,,
Kazakhstan,KAZ,01-05-2021,,,
Kazakhstan,KAZ,02-05-2021,,,
Kazakhstan,KAZ,03-05-2021,,,
Kazakhstan,KAZ,04-05-2021,1769678,,
Kazakhstan,KAZ,05-05-2021,2025911,,
Kenya,KEN,04-03-2021,0,,
Kenya,KEN,05-03-2021,,,
Kenya,KEN,06-03-2021,,,
Kenya,KEN,07-03-2021,,,
Kenya,KEN,08-03-2021,,,
Kenya,KEN,09-03-2021,,,
Kenya,KEN,10-03-2021,4000,,
Kenya,KEN,11-03-2021,,,
Kenya,KEN,12-03-2021,,,
Kenya,KEN,13-03-2021,,,
Kenya,KEN,14-03-2021,9144,,
Kenya,KEN,15-03-2021,,,
Kenya,KEN,16-03-2021,,,
Kenya,KEN,17-03-2021,20000,,
Kenya,KEN,18-03-2021,,,
Kenya,KEN,19-03-2021,,,
Kenya,KEN,20-03-2021,,,
Kenya,KEN,21-03-2021,,,
Kenya,KEN,22-03-2021,,,
Kenya,KEN,23-03-2021,,,
Kenya,KEN,24-03-2021,64100,,
Kenya,KEN,25-03-2021,,,
Kenya,KEN,26-03-2021,90340,,
Kenya,KEN,27-03-2021,,,
Kenya,KEN,28-03-2021,,,
Kenya,KEN,29-03-2021,,,
Kenya,KEN,30-03-2021,,,
Kenya,KEN,31-03-2021,161771,,
Kenya,KEN,01-04-2021,,,
Kenya,KEN,02-04-2021,,,
Kenya,KEN,03-04-2021,196435,,
Kenya,KEN,04-04-2021,,,
Kenya,KEN,05-04-2021,,,
Kenya,KEN,06-04-2021,,,
Kenya,KEN,07-04-2021,340121,,
Kenya,KEN,08-04-2021,422021,,
Kenya,KEN,09-04-2021,,,
Kenya,KEN,10-04-2021,,,
Kenya,KEN,11-04-2021,,,
Kenya,KEN,12-04-2021,,,
Kenya,KEN,13-04-2021,,,
Kenya,KEN,14-04-2021,569244,,
Kenya,KEN,15-04-2021,,,
Kenya,KEN,16-04-2021,651650,,
Kenya,KEN,17-04-2021,,,
Kenya,KEN,18-04-2021,,,
Kenya,KEN,19-04-2021,,,
Kenya,KEN,20-04-2021,,,
Kenya,KEN,21-04-2021,750471,,
Kenya,KEN,22-04-2021,,,
Kenya,KEN,23-04-2021,,,
Kenya,KEN,24-04-2021,,,
Kenya,KEN,25-04-2021,,,
Kenya,KEN,26-04-2021,,,
Kenya,KEN,27-04-2021,,,
Kenya,KEN,28-04-2021,853081,,
Kosovo,OWID_KOS,28-03-2021,0,,
Kosovo,OWID_KOS,29-03-2021,,,
Kosovo,OWID_KOS,30-03-2021,,,
Kosovo,OWID_KOS,31-03-2021,,,
Kosovo,OWID_KOS,01-04-2021,,,
Kosovo,OWID_KOS,02-04-2021,,,
Kosovo,OWID_KOS,03-04-2021,700,,
Kosovo,OWID_KOS,04-04-2021,2500,,
Kosovo,OWID_KOS,05-04-2021,,,
Kosovo,OWID_KOS,06-04-2021,,,
Kosovo,OWID_KOS,07-04-2021,,,
Kosovo,OWID_KOS,08-04-2021,,,
Kosovo,OWID_KOS,09-04-2021,,,
Kosovo,OWID_KOS,10-04-2021,,,
Kosovo,OWID_KOS,11-04-2021,,,
Kosovo,OWID_KOS,12-04-2021,,,
Kosovo,OWID_KOS,13-04-2021,,,
Kosovo,OWID_KOS,14-04-2021,10704,,
Kosovo,OWID_KOS,15-04-2021,,,
Kosovo,OWID_KOS,16-04-2021,,,
Kosovo,OWID_KOS,17-04-2021,,,
Kosovo,OWID_KOS,18-04-2021,16132,,
Kosovo,OWID_KOS,19-04-2021,,,
Kosovo,OWID_KOS,20-04-2021,,,
Kosovo,OWID_KOS,21-04-2021,,,
Kosovo,OWID_KOS,22-04-2021,,,
Kosovo,OWID_KOS,23-04-2021,22096,,
Kuwait,KWT,28-12-2020,2500,,
Kuwait,KWT,29-12-2020,,,
Kuwait,KWT,30-12-2020,,,
Kuwait,KWT,31-12-2020,,,
Kuwait,KWT,01-01-2021,,,
Kuwait,KWT,02-01-2021,,,
Kuwait,KWT,03-01-2021,,,
Kuwait,KWT,04-01-2021,,,
Kuwait,KWT,05-01-2021,,,
Kuwait,KWT,06-01-2021,,,
Kuwait,KWT,07-01-2021,,,
Kuwait,KWT,08-01-2021,,,
Kuwait,KWT,09-01-2021,,,
Kuwait,KWT,10-01-2021,,,
Kuwait,KWT,11-01-2021,,,
Kuwait,KWT,12-01-2021,,,
Kuwait,KWT,13-01-2021,,,
Kuwait,KWT,14-01-2021,,,
Kuwait,KWT,15-01-2021,,,
Kuwait,KWT,16-01-2021,,,
Kuwait,KWT,17-01-2021,,,
Kuwait,KWT,18-01-2021,,,
Kuwait,KWT,19-01-2021,,,
Kuwait,KWT,20-01-2021,,,
Kuwait,KWT,21-01-2021,,,
Kuwait,KWT,22-01-2021,,,
Kuwait,KWT,23-01-2021,,,
Kuwait,KWT,24-01-2021,,,
Kuwait,KWT,25-01-2021,,,
Kuwait,KWT,26-01-2021,35000,,
Kuwait,KWT,27-01-2021,,,
Kuwait,KWT,28-01-2021,,,
Kuwait,KWT,29-01-2021,,,
Kuwait,KWT,30-01-2021,,,
Kuwait,KWT,31-01-2021,,,
Kuwait,KWT,01-02-2021,,,
Kuwait,KWT,02-02-2021,,,
Kuwait,KWT,03-02-2021,,,
Kuwait,KWT,04-02-2021,,,
Kuwait,KWT,05-02-2021,,,
Kuwait,KWT,06-02-2021,,,
Kuwait,KWT,07-02-2021,,,
Kuwait,KWT,08-02-2021,,,
Kuwait,KWT,09-02-2021,,,
Kuwait,KWT,10-02-2021,,,
Kuwait,KWT,11-02-2021,,,
Kuwait,KWT,12-02-2021,,,
Kuwait,KWT,13-02-2021,,,
Kuwait,KWT,14-02-2021,,,
Kuwait,KWT,15-02-2021,175000,,
Kuwait,KWT,16-02-2021,,,
Kuwait,KWT,17-02-2021,,,
Kuwait,KWT,18-02-2021,,,
Kuwait,KWT,19-02-2021,,,
Kuwait,KWT,20-02-2021,,,
Kuwait,KWT,21-02-2021,,,
Kuwait,KWT,22-02-2021,,,
Kuwait,KWT,23-02-2021,,,
Kuwait,KWT,24-02-2021,,,
Kuwait,KWT,25-02-2021,,,
Kuwait,KWT,26-02-2021,,,
Kuwait,KWT,27-02-2021,,,
Kuwait,KWT,28-02-2021,,,
Kuwait,KWT,01-03-2021,,,
Kuwait,KWT,02-03-2021,,,
Kuwait,KWT,03-03-2021,,,
Kuwait,KWT,04-03-2021,,,
Kuwait,KWT,05-03-2021,,,
Kuwait,KWT,06-03-2021,,,
Kuwait,KWT,07-03-2021,,,
Kuwait,KWT,08-03-2021,360000,,
Kuwait,KWT,09-03-2021,,,
Kuwait,KWT,10-03-2021,,,
Kuwait,KWT,11-03-2021,,,
Kuwait,KWT,12-03-2021,,,
Kuwait,KWT,13-03-2021,,,
Kuwait,KWT,14-03-2021,,,
Kuwait,KWT,15-03-2021,,,
Kuwait,KWT,16-03-2021,,,
Kuwait,KWT,17-03-2021,,,
Kuwait,KWT,18-03-2021,,,
Kuwait,KWT,19-03-2021,,,
Kuwait,KWT,20-03-2021,,,
Kuwait,KWT,21-03-2021,,,
Kuwait,KWT,22-03-2021,538000,,
Kuwait,KWT,23-03-2021,,,
Kuwait,KWT,24-03-2021,,,
Kuwait,KWT,25-03-2021,,,
Kuwait,KWT,26-03-2021,,,
Kuwait,KWT,27-03-2021,,,
Kuwait,KWT,28-03-2021,,,
Kuwait,KWT,29-03-2021,604861,,
Kuwait,KWT,30-03-2021,,,
Kuwait,KWT,31-03-2021,,,
Kuwait,KWT,01-04-2021,,,
Kuwait,KWT,02-04-2021,,,
Kuwait,KWT,03-04-2021,,,
Kuwait,KWT,04-04-2021,,,
Kuwait,KWT,05-04-2021,,,
Kuwait,KWT,06-04-2021,,,
Kuwait,KWT,07-04-2021,,,
Kuwait,KWT,08-04-2021,,,
Kuwait,KWT,09-04-2021,,,
Kuwait,KWT,10-04-2021,,,
Kuwait,KWT,11-04-2021,,,
Kuwait,KWT,12-04-2021,,,
Kuwait,KWT,13-04-2021,,,
Kuwait,KWT,14-04-2021,,,
Kuwait,KWT,15-04-2021,,,
Kuwait,KWT,16-04-2021,,,
Kuwait,KWT,17-04-2021,,,
Kuwait,KWT,18-04-2021,860000,,
Kuwait,KWT,19-04-2021,,,
Kuwait,KWT,20-04-2021,,,
Kuwait,KWT,21-04-2021,,,
Kuwait,KWT,22-04-2021,,,
Kuwait,KWT,23-04-2021,,,
Kuwait,KWT,24-04-2021,,,
Kuwait,KWT,25-04-2021,1000000,,
Kuwait,KWT,26-04-2021,,,
Kuwait,KWT,27-04-2021,,,
Kuwait,KWT,28-04-2021,,,
Kuwait,KWT,29-04-2021,,,
Kuwait,KWT,30-04-2021,,,
Kuwait,KWT,01-05-2021,,,
Kuwait,KWT,02-05-2021,,,
Kuwait,KWT,03-05-2021,,,
Kuwait,KWT,04-05-2021,1367000,,
Kuwait,KWT,05-05-2021,,,
Kuwait,KWT,06-05-2021,1440000,,
Kyrgyzstan,KGZ,28-03-2021,0,,
Kyrgyzstan,KGZ,29-03-2021,,,
Kyrgyzstan,KGZ,30-03-2021,,,
Kyrgyzstan,KGZ,31-03-2021,,,
Kyrgyzstan,KGZ,01-04-2021,,,
Kyrgyzstan,KGZ,02-04-2021,,,
Kyrgyzstan,KGZ,03-04-2021,,,
Kyrgyzstan,KGZ,04-04-2021,,,
Kyrgyzstan,KGZ,05-04-2021,,,
Kyrgyzstan,KGZ,06-04-2021,644,,
Kyrgyzstan,KGZ,07-04-2021,849,,
Kyrgyzstan,KGZ,08-04-2021,,,
Kyrgyzstan,KGZ,09-04-2021,,,
Kyrgyzstan,KGZ,10-04-2021,,,
Kyrgyzstan,KGZ,11-04-2021,,,
Kyrgyzstan,KGZ,12-04-2021,2100,,
Kyrgyzstan,KGZ,13-04-2021,,,
Kyrgyzstan,KGZ,14-04-2021,,,
Kyrgyzstan,KGZ,15-04-2021,,,
Kyrgyzstan,KGZ,16-04-2021,,,
Kyrgyzstan,KGZ,17-04-2021,,,
Kyrgyzstan,KGZ,18-04-2021,,,
Kyrgyzstan,KGZ,19-04-2021,,,
Kyrgyzstan,KGZ,20-04-2021,,,
Kyrgyzstan,KGZ,21-04-2021,,,
Kyrgyzstan,KGZ,22-04-2021,,,
Kyrgyzstan,KGZ,23-04-2021,,,
Kyrgyzstan,KGZ,24-04-2021,,,
Kyrgyzstan,KGZ,25-04-2021,,,
Kyrgyzstan,KGZ,26-04-2021,,,
Kyrgyzstan,KGZ,27-04-2021,,,
Kyrgyzstan,KGZ,28-04-2021,27858,,
Laos,LAO,17-03-2021,40732,,
Laos,LAO,18-03-2021,,,
Laos,LAO,19-03-2021,,,
Laos,LAO,20-03-2021,,,
Laos,LAO,21-03-2021,,,
Laos,LAO,22-03-2021,,,
Laos,LAO,23-03-2021,,,
Laos,LAO,24-03-2021,,,
Laos,LAO,25-03-2021,,,
Laos,LAO,26-03-2021,,,
Laos,LAO,27-03-2021,,,
Laos,LAO,28-03-2021,,,
Laos,LAO,29-03-2021,,,
Laos,LAO,30-03-2021,,,
Laos,LAO,31-03-2021,,,
Laos,LAO,01-04-2021,,,
Laos,LAO,02-04-2021,,,
Laos,LAO,03-04-2021,,,
Laos,LAO,04-04-2021,,,
Laos,LAO,05-04-2021,,,
Laos,LAO,06-04-2021,,,
Laos,LAO,07-04-2021,,,
Laos,LAO,08-04-2021,,,
Laos,LAO,09-04-2021,,,
Laos,LAO,10-04-2021,,,
Laos,LAO,11-04-2021,,,
Laos,LAO,12-04-2021,,,
Laos,LAO,13-04-2021,,,
Laos,LAO,14-04-2021,135849,,
Laos,LAO,15-04-2021,,,
Laos,LAO,16-04-2021,,,
Laos,LAO,17-04-2021,,,
Laos,LAO,18-04-2021,,,
Laos,LAO,19-04-2021,137026,,
Laos,LAO,20-04-2021,,,
Laos,LAO,21-04-2021,151175,,
Laos,LAO,22-04-2021,156818,,
Laos,LAO,23-04-2021,,,
Laos,LAO,24-04-2021,179525,,
Laos,LAO,25-04-2021,183678,,
Laos,LAO,26-04-2021,184387,,
Latvia,LVA,28-12-2020,595,,
Latvia,LVA,29-12-2020,1468,,
Latvia,LVA,30-12-2020,2259,,
Latvia,LVA,31-12-2020,,,
Latvia,LVA,01-01-2021,,,
Latvia,LVA,02-01-2021,,,
Latvia,LVA,03-01-2021,,,
Latvia,LVA,04-01-2021,2958,,
Latvia,LVA,05-01-2021,3847,,
Latvia,LVA,06-01-2021,4623,,
Latvia,LVA,07-01-2021,5432,,
Latvia,LVA,08-01-2021,6339,,
Latvia,LVA,09-01-2021,6644,,
Latvia,LVA,10-01-2021,6980,,
Latvia,LVA,11-01-2021,8347,,
Latvia,LVA,12-01-2021,9974,,
Latvia,LVA,13-01-2021,11487,,
Latvia,LVA,14-01-2021,13309,,
Latvia,LVA,15-01-2021,15183,,
Latvia,LVA,16-01-2021,15851,,
Latvia,LVA,17-01-2021,15968,,
Latvia,LVA,18-01-2021,16812,,
Latvia,LVA,19-01-2021,17688,,
Latvia,LVA,20-01-2021,18458,,
Latvia,LVA,21-01-2021,18737,,
Latvia,LVA,22-01-2021,18953,,
Latvia,LVA,23-01-2021,19079,,
Latvia,LVA,24-01-2021,,,
Latvia,LVA,25-01-2021,19747,,
Latvia,LVA,26-01-2021,20596,,
Latvia,LVA,27-01-2021,21416,,
Latvia,LVA,28-01-2021,22198,,
Latvia,LVA,29-01-2021,23161,,
Latvia,LVA,30-01-2021,23469,,
Latvia,LVA,31-01-2021,23803,,
Latvia,LVA,01-02-2021,24990,,
Latvia,LVA,02-02-2021,26804,,
Latvia,LVA,03-02-2021,28426,,
Latvia,LVA,04-02-2021,29930,,
Latvia,LVA,05-02-2021,31598,,
Latvia,LVA,06-02-2021,32165,,
Latvia,LVA,07-02-2021,32290,,
Latvia,LVA,08-02-2021,32701,,
Latvia,LVA,09-02-2021,32885,,
Latvia,LVA,10-02-2021,33515,,
Latvia,LVA,11-02-2021,35300,,
Latvia,LVA,12-02-2021,37034,,
Latvia,LVA,13-02-2021,37435,,
Latvia,LVA,14-02-2021,37456,,
Latvia,LVA,15-02-2021,38331,,
Latvia,LVA,16-02-2021,39713,,
Latvia,LVA,17-02-2021,41708,,
Latvia,LVA,18-02-2021,43257,,
Latvia,LVA,19-02-2021,44610,,
Latvia,LVA,20-02-2021,45382,,
Latvia,LVA,21-02-2021,46190,,
Latvia,LVA,22-02-2021,47974,,
Latvia,LVA,23-02-2021,50366,,
Latvia,LVA,24-02-2021,54681,,
Latvia,LVA,25-02-2021,58866,,
Latvia,LVA,26-02-2021,62242,,
Latvia,LVA,27-02-2021,62830,,
Latvia,LVA,28-02-2021,62961,,
Latvia,LVA,01-03-2021,64719,,
Latvia,LVA,02-03-2021,66900,,
Latvia,LVA,03-03-2021,71007,,
Latvia,LVA,04-03-2021,76981,,
Latvia,LVA,05-03-2021,81800,,
Latvia,LVA,06-03-2021,82570,,
Latvia,LVA,07-03-2021,82649,,
Latvia,LVA,08-03-2021,84342,,
Latvia,LVA,09-03-2021,86691,,
Latvia,LVA,10-03-2021,89152,,
Latvia,LVA,11-03-2021,91797,,
Latvia,LVA,12-03-2021,96736,,
Latvia,LVA,13-03-2021,97638,,
Latvia,LVA,14-03-2021,97710,,
Latvia,LVA,15-03-2021,101435,,
Latvia,LVA,16-03-2021,101613,,
Latvia,LVA,17-03-2021,101782,,
Latvia,LVA,18-03-2021,102056,,
Latvia,LVA,19-03-2021,102757,,
Latvia,LVA,20-03-2021,103157,,
Latvia,LVA,21-03-2021,103181,,
Latvia,LVA,22-03-2021,105788,,
Latvia,LVA,23-03-2021,111252,,
Latvia,LVA,24-03-2021,117353,,
Latvia,LVA,25-03-2021,122717,,
Latvia,LVA,26-03-2021,126712,,
Latvia,LVA,27-03-2021,127276,,
Latvia,LVA,28-03-2021,127305,,
Latvia,LVA,29-03-2021,129410,,
Latvia,LVA,30-03-2021,134418,,
Latvia,LVA,31-03-2021,140129,,
Latvia,LVA,01-04-2021,144232,,
Latvia,LVA,02-04-2021,144795,,
Latvia,LVA,03-04-2021,148146,,
Latvia,LVA,04-04-2021,149766,,
Latvia,LVA,05-04-2021,152619,,
Latvia,LVA,06-04-2021,157984,,
Latvia,LVA,07-04-2021,167139,,
Latvia,LVA,08-04-2021,174172,,
Latvia,LVA,09-04-2021,179001,,
Latvia,LVA,10-04-2021,180639,,
Latvia,LVA,11-04-2021,180725,,
Latvia,LVA,12-04-2021,183128,,
Latvia,LVA,13-04-2021,186817,,
Latvia,LVA,14-04-2021,193104,,
Latvia,LVA,15-04-2021,199014,,
Latvia,LVA,16-04-2021,207984,,
Latvia,LVA,17-04-2021,214152,,
Latvia,LVA,18-04-2021,215071,,
Latvia,LVA,19-04-2021,218960,,
Latvia,LVA,20-04-2021,226204,,
Latvia,LVA,21-04-2021,236281,,
Latvia,LVA,22-04-2021,245997,,
Latvia,LVA,23-04-2021,256457,,
Latvia,LVA,24-04-2021,262305,,
Latvia,LVA,25-04-2021,263671,,
Latvia,LVA,26-04-2021,268023,,
Latvia,LVA,27-04-2021,275157,,
Latvia,LVA,28-04-2021,289433,,
Latvia,LVA,29-04-2021,303258,,
Latvia,LVA,30-04-2021,314109,,
Latvia,LVA,01-05-2021,320472,,
Latvia,LVA,02-05-2021,322009,,
Latvia,LVA,03-05-2021,324796,,
Latvia,LVA,04-05-2021,331743,,
Latvia,LVA,05-05-2021,344747,,
Latvia,LVA,06-05-2021,360296,,
Lebanon,LBN,13-02-2021,0,,
Lebanon,LBN,14-02-2021,48,,
Lebanon,LBN,15-02-2021,1280,,
Lebanon,LBN,16-02-2021,3266,,
Lebanon,LBN,17-02-2021,5932,,
Lebanon,LBN,18-02-2021,9605,,
Lebanon,LBN,19-02-2021,13329,,
Lebanon,LBN,20-02-2021,13329,,
Lebanon,LBN,21-02-2021,13329,,
Lebanon,LBN,22-02-2021,18031,,
Lebanon,LBN,23-02-2021,21575,,
Lebanon,LBN,24-02-2021,25393,,
Lebanon,LBN,25-02-2021,29820,,
Lebanon,LBN,26-02-2021,34991,,
Lebanon,LBN,27-02-2021,34991,,
Lebanon,LBN,28-02-2021,40593,,
Lebanon,LBN,01-03-2021,45859,,
Lebanon,LBN,02-03-2021,47625,,
Lebanon,LBN,03-03-2021,54585,,
Lebanon,LBN,04-03-2021,57474,,
Lebanon,LBN,05-03-2021,60538,,
Lebanon,LBN,06-03-2021,60740,,
Lebanon,LBN,07-03-2021,61330,,
Lebanon,LBN,08-03-2021,64007,,
Lebanon,LBN,09-03-2021,64974,,
Lebanon,LBN,10-03-2021,87216,,
Lebanon,LBN,11-03-2021,91967,,
Lebanon,LBN,12-03-2021,95888,,
Lebanon,LBN,13-03-2021,,,
Lebanon,LBN,14-03-2021,,,
Lebanon,LBN,15-03-2021,104725,,
Lebanon,LBN,16-03-2021,115164,,
Lebanon,LBN,17-03-2021,120890,,
Lebanon,LBN,18-03-2021,129487,,
Lebanon,LBN,19-03-2021,135277,,
Lebanon,LBN,20-03-2021,135349,,
Lebanon,LBN,21-03-2021,138420,,
Lebanon,LBN,22-03-2021,148119,,
Lebanon,LBN,23-03-2021,158018,,
Lebanon,LBN,24-03-2021,166015,,
Lebanon,LBN,25-03-2021,174031,,
Lebanon,LBN,26-03-2021,180074,,
Lebanon,LBN,27-03-2021,181127,,
Lebanon,LBN,28-03-2021,186712,,
Lebanon,LBN,29-03-2021,193903,,
Lebanon,LBN,30-03-2021,207647,,
Lebanon,LBN,31-03-2021,216286,,
Lebanon,LBN,01-04-2021,222332,,
Lebanon,LBN,02-04-2021,225708,,
Lebanon,LBN,03-04-2021,225842,,
Lebanon,LBN,04-04-2021,228050,,
Lebanon,LBN,05-04-2021,235303,,
Lebanon,LBN,06-04-2021,244772,,
Lebanon,LBN,07-04-2021,259153,,
Lebanon,LBN,08-04-2021,268578,,
Lebanon,LBN,09-04-2021,272379,,
Lebanon,LBN,10-04-2021,273587,,
Lebanon,LBN,11-04-2021,,,
Lebanon,LBN,12-04-2021,285966,,
Lebanon,LBN,13-04-2021,296165,,
Lebanon,LBN,14-04-2021,296168,,
Lebanon,LBN,15-04-2021,320623,,
Lebanon,LBN,16-04-2021,322647,,
Lebanon,LBN,17-04-2021,322768,,
Lebanon,LBN,18-04-2021,329452,,
Lebanon,LBN,19-04-2021,343286,,
Lebanon,LBN,20-04-2021,351792,,
Lebanon,LBN,21-04-2021,,,
Lebanon,LBN,22-04-2021,,,
Lebanon,LBN,23-04-2021,,,
Lebanon,LBN,24-04-2021,408532,,
Lebanon,LBN,25-04-2021,415562,,
Lebanon,LBN,26-04-2021,421905,,
Lebanon,LBN,27-04-2021,438268,,
Lebanon,LBN,28-04-2021,455275,,
Lebanon,LBN,29-04-2021,461160,,
Lebanon,LBN,30-04-2021,461726,,
Lebanon,LBN,01-05-2021,461758,,
Lebanon,LBN,02-05-2021,465909,,
Lebanon,LBN,03-05-2021,473740,,
Lebanon,LBN,04-05-2021,487974,,
Lebanon,LBN,05-05-2021,500984,,
Lebanon,LBN,06-05-2021,509705,,
